order_id,customer_id,order_date,product_name,category,unit_price,cost,quantity
166,270,2024-11-02,Producto_11,Bebidas,77.09,51.1,3
167,68,2024-10-16,Producto_3,Snacks,74.96,48.18,5
167,68,2024-10-16,Producto_15,Hogar,14.71,9.07,2
167,68,2024-10-16,Producto_14,Snacks,95.94,50.2,1
167,68,2024-10-16,Producto_12,Snacks,71.32,49.27,2
168,146,2024-11-18,Producto_4,Tecnología,13.26,8.9,4
168,146,2024-11-18,Producto_9,Tecnología,44.85,22.89,2
168,146,2024-11-18,Producto_15,Hogar,14.71,10.23,5
168,146,2024-11-18,Producto_5,Limpieza,8.02,5.06,4
169,196,2024-12-01,Producto_3,Snacks,74.96,49.62,2
169,196,2024-12-01,Producto_14,Snacks,95.94,56.83,1
169,196,2024-12-01,Producto_4,Tecnología,13.26,7.51,3
169,196,2024-12-01,Producto_10,Limpieza,60.98,37.41,1
170,265,2024-06-10,Producto_5,Limpieza,8.02,5.04,1
171,140,2024-03-28,Producto_15,Hogar,14.71,10.06,1
171,140,2024-03-28,Producto_9,Tecnología,44.85,28.93,2
171,140,2024-03-28,Producto_3,Snacks,74.96,50.91,3
171,140,2024-03-28,Producto_7,Tecnología,62.19,25.87,4
172,258,2024-12-30,Producto_4,Tecnología,13.26,6.2,3
172,258,2024-12-30,Producto_7,Tecnología,62.19,42.24,3
172,258,2024-12-30,Producto_2,Hogar,28.26,18.01,3
173,71,2024-10-26,Producto_5,Limpieza,8.02,4.88,4
174,72,2024-03-16,Producto_8,Tecnología,23.89,11.39,1
174,72,2024-03-16,Producto_10,Limpieza,60.98,34.43,2
174,72,2024-03-16,Producto_1,Bebidas,7.38,4.12,5
174,72,2024-03-16,Producto_2,Hogar,28.26,17.88,1
175,122,2024-02-18,Producto_2,Hogar,28.26,16.72,4
175,122,2024-02-18,Producto_1,Bebidas,7.38,3.96,5
175,122,2024-02-18,Producto_4,Tecnología,13.26,8.63,1
176,256,2024-01-24,Producto_11,Bebidas,77.09,44.14,5
177,74,2024-04-13,Producto_7,Tecnología,62.19,29.36,3
177,74,2024-04-13,Producto_1,Bebidas,7.38,3.37,4
177,74,2024-04-13,Producto_10,Limpieza,60.98,33.97,1
178,185,2024-01-21,Producto_9,Tecnología,44.85,24.77,5
179,260,2024-09-27,Producto_7,Tecnología,62.19,25.69,4
180,199,2024-08-10,Producto_5,Limpieza,8.02,5.11,3
180,199,2024-08-10,Producto_12,Snacks,71.32,33.69,3
180,199,2024-08-10,Producto_1,Bebidas,7.38,4.66,1
181,171,2024-06-11,Producto_1,Bebidas,7.38,3.7,5
181,171,2024-06-11,Producto_6,Bebidas,25.77,16.73,2
182,238,2024-08-21,Producto_11,Bebidas,77.09,47.4,1
182,238,2024-08-21,Producto_3,Snacks,74.96,30.82,4
182,238,2024-08-21,Producto_13,Hogar,31.4,12.97,2
182,238,2024-08-21,Producto_14,Snacks,95.94,63.87,2
183,162,2024-10-10,Producto_9,Tecnología,44.85,21.35,4
183,162,2024-10-10,Producto_7,Tecnología,62.19,30.21,2
183,162,2024-10-10,Producto_15,Hogar,14.71,9.7,1
184,170,2024-08-12,Producto_2,Hogar,28.26,18.85,4
184,170,2024-08-12,Producto_13,Hogar,31.4,20.99,4
184,170,2024-08-12,Producto_6,Bebidas,25.77,12.93,4
185,96,2024-12-14,Producto_12,Snacks,71.32,45.67,3
185,96,2024-12-14,Producto_8,Tecnología,23.89,10.12,4
185,96,2024-12-14,Producto_6,Bebidas,25.77,18.0,5
185,96,2024-12-14,Producto_9,Tecnología,44.85,25.28,2
186,165,2024-08-07,Producto_2,Hogar,28.26,16.91,3
187,157,2024-12-25,Producto_10,Limpieza,60.98,30.82,4
187,157,2024-12-25,Producto_12,Snacks,71.32,44.08,1
187,157,2024-12-25,Producto_7,Tecnología,62.19,36.35,3
187,157,2024-12-25,Producto_3,Snacks,74.96,36.16,4
188,30,2024-12-02,Producto_11,Bebidas,77.09,39.24,4
189,82,2024-12-03,Producto_3,Snacks,74.96,45.23,5
190,225,2024-08-02,Producto_3,Snacks,74.96,35.29,1
191,188,2024-02-01,Producto_7,Tecnología,62.19,27.74,5
191,188,2024-02-01,Producto_10,Limpieza,60.98,41.75,4
191,188,2024-02-01,Producto_1,Bebidas,7.38,3.93,3
192,40,2024-07-15,Producto_9,Tecnología,44.85,22.17,4
192,40,2024-07-15,Producto_6,Bebidas,25.77,12.24,3
193,59,2024-07-13,Producto_12,Snacks,71.32,39.21,2
194,199,2024-10-20,Producto_5,Limpieza,8.02,4.9,3
195,110,2024-03-26,Producto_12,Snacks,71.32,31.43,1
195,110,2024-03-26,Producto_8,Tecnología,23.89,12.8,1
195,110,2024-03-26,Producto_4,Tecnología,13.26,9.27,4
196,164,2024-02-29,Producto_12,Snacks,71.32,34.74,5
196,164,2024-02-29,Producto_2,Hogar,28.26,18.52,3
196,164,2024-02-29,Producto_9,Tecnología,44.85,28.62,2
197,261,2024-01-20,Producto_2,Hogar,28.26,13.31,2
197,261,2024-01-20,Producto_4,Tecnología,13.26,5.41,4
198,284,2024-05-22,Producto_8,Tecnología,23.89,13.94,2
198,284,2024-05-22,Producto_13,Hogar,31.4,13.18,1
198,284,2024-05-22,Producto_9,Tecnología,44.85,31.39,4
199,246,2024-03-31,Producto_13,Hogar,31.4,21.72,2
199,246,2024-03-31,Producto_7,Tecnología,62.19,33.27,1
199,246,2024-03-31,Producto_10,Limpieza,60.98,30.69,5
199,246,2024-03-31,Producto_2,Hogar,28.26,16.73,5
200,94,2024-09-06,Producto_7,Tecnología,62.19,40.39,1
200,94,2024-09-06,Producto_9,Tecnología,44.85,20.0,5
201,85,2024-12-30,Producto_6,Bebidas,25.77,12.98,2
201,85,2024-12-30,Producto_12,Snacks,71.32,47.68,5
202,41,2024-07-13,Producto_4,Tecnología,13.26,5.8,3
202,41,2024-07-13,Producto_11,Bebidas,77.09,45.05,3
202,41,2024-07-13,Producto_9,Tecnología,44.85,24.7,1
203,87,2024-08-27,Producto_3,Snacks,74.96,46.19,5
203,87,2024-08-27,Producto_11,Bebidas,77.09,38.64,5
204,289,2024-03-24,Producto_14,Snacks,95.94,40.71,1
205,296,2024-06-08,Producto_11,Bebidas,77.09,40.47,5
205,296,2024-06-08,Producto_4,Tecnología,13.26,7.29,1
205,296,2024-06-08,Producto_13,Hogar,31.4,15.29,5
206,155,2024-10-11,Producto_4,Tecnología,13.26,6.49,4
206,155,2024-10-11,Producto_13,Hogar,31.4,19.05,1
206,155,2024-10-11,Producto_14,Snacks,95.94,51.03,2
206,155,2024-10-11,Producto_11,Bebidas,77.09,41.58,4
207,175,2024-06-06,Producto_6,Bebidas,25.77,15.98,3
207,175,2024-06-06,Producto_14,Snacks,95.94,66.45,3
208,67,2024-04-07,Producto_9,Tecnología,44.85,21.19,3
208,67,2024-04-07,Producto_15,Hogar,14.71,7.06,1
208,67,2024-04-07,Producto_2,Hogar,28.26,12.5,2
209,26,2024-12-09,Producto_7,Tecnología,62.19,29.51,4
209,26,2024-12-09,Producto_14,Snacks,95.94,61.79,2
209,26,2024-12-09,Producto_10,Limpieza,60.98,37.58,5
210,98,2024-12-07,Producto_8,Tecnología,23.89,13.13,4
210,98,2024-12-07,Producto_9,Tecnología,44.85,24.63,3
211,47,2024-06-18,Producto_9,Tecnología,44.85,22.69,5
211,47,2024-06-18,Producto_8,Tecnología,23.89,11.57,1
211,47,2024-06-18,Producto_4,Tecnología,13.26,8.81,5
211,47,2024-06-18,Producto_13,Hogar,31.4,15.25,4
212,5,2024-12-16,Producto_7,Tecnología,62.19,41.34,2
213,188,2024-05-12,Producto_6,Bebidas,25.77,14.65,5
213,188,2024-05-12,Producto_1,Bebidas,7.38,4.18,3
213,188,2024-05-12,Producto_7,Tecnología,62.19,32.08,1
213,188,2024-05-12,Producto_14,Snacks,95.94,60.38,4
214,144,2024-11-09,Producto_3,Snacks,74.96,38.84,1
215,174,2024-06-26,Producto_13,Hogar,31.4,17.36,5
215,174,2024-06-26,Producto_3,Snacks,74.96,30.89,5
215,174,2024-06-26,Producto_4,Tecnología,13.26,5.85,1
216,171,2024-06-25,Producto_9,Tecnología,44.85,19.82,5
216,171,2024-06-25,Producto_8,Tecnología,23.89,11.84,5
216,171,2024-06-25,Producto_3,Snacks,74.96,52.26,4
216,171,2024-06-25,Producto_10,Limpieza,60.98,35.25,3
217,260,2024-10-08,Producto_12,Snacks,71.32,36.41,1
217,260,2024-10-08,Producto_10,Limpieza,60.98,42.32,1
217,260,2024-10-08,Producto_5,Limpieza,8.02,3.95,5
217,260,2024-10-08,Producto_8,Tecnología,23.89,13.83,1
218,136,2024-01-29,Producto_12,Snacks,71.32,38.81,5
218,136,2024-01-29,Producto_1,Bebidas,7.38,4.34,5
219,195,2024-07-11,Producto_14,Snacks,95.94,39.28,2
219,195,2024-07-11,Producto_11,Bebidas,77.09,35.25,1
220,226,2024-11-25,Producto_7,Tecnología,62.19,32.53,2
220,226,2024-11-25,Producto_3,Snacks,74.96,50.68,5
220,226,2024-11-25,Producto_15,Hogar,14.71,9.0,1
221,266,2024-05-27,Producto_9,Tecnología,44.85,25.01,4
221,266,2024-05-27,Producto_6,Bebidas,25.77,17.7,3
222,236,2024-09-07,Producto_9,Tecnología,44.85,26.15,3
222,236,2024-09-07,Producto_6,Bebidas,25.77,17.71,2
222,236,2024-09-07,Producto_11,Bebidas,77.09,43.74,3
223,116,2024-11-02,Producto_13,Hogar,31.4,19.06,2
223,116,2024-11-02,Producto_5,Limpieza,8.02,3.97,4
223,116,2024-11-02,Producto_12,Snacks,71.32,40.52,3
224,141,2024-10-02,Producto_2,Hogar,28.26,14.52,5
224,141,2024-10-02,Producto_10,Limpieza,60.98,39.36,4
224,141,2024-10-02,Producto_11,Bebidas,77.09,37.55,2
225,148,2024-01-09,Producto_6,Bebidas,25.77,15.38,4
226,246,2024-05-02,Producto_4,Tecnología,13.26,6.38,5
226,246,2024-05-02,Producto_14,Snacks,95.94,58.41,5
227,71,2024-05-19,Producto_10,Limpieza,60.98,28.77,5
228,26,2024-06-22,Producto_11,Bebidas,77.09,33.15,1
228,26,2024-06-22,Producto_4,Tecnología,13.26,8.16,3
229,52,2024-10-18,Producto_1,Bebidas,7.38,3.85,2
229,52,2024-10-18,Producto_9,Tecnología,44.85,24.36,4
230,103,2024-11-12,Producto_6,Bebidas,25.77,17.33,1
230,103,2024-11-12,Producto_5,Limpieza,8.02,4.78,1
230,103,2024-11-12,Producto_11,Bebidas,77.09,43.21,2
231,20,2024-12-11,Producto_7,Tecnología,62.19,42.3,2
231,20,2024-12-11,Producto_14,Snacks,95.94,67.08,1
232,204,2024-09-14,Producto_3,Snacks,74.96,36.69,1
232,204,2024-09-14,Producto_12,Snacks,71.32,30.82,5
232,204,2024-09-14,Producto_5,Limpieza,8.02,3.89,3
232,204,2024-09-14,Producto_1,Bebidas,7.38,4.11,5
233,69,2024-12-24,Producto_5,Limpieza,8.02,3.6,3
233,69,2024-12-24,Producto_4,Tecnología,13.26,7.88,4
233,69,2024-12-24,Producto_13,Hogar,31.4,12.69,2
233,69,2024-12-24,Producto_2,Hogar,28.26,18.01,3
234,291,2024-09-15,Producto_3,Snacks,74.96,48.58,4
234,291,2024-09-15,Producto_10,Limpieza,60.98,30.39,5
235,206,2024-11-05,Producto_3,Snacks,74.96,40.72,2
236,128,2024-11-14,Producto_5,Limpieza,8.02,3.77,4
237,137,2024-11-05,Producto_5,Limpieza,8.02,3.24,5
237,137,2024-11-05,Producto_10,Limpieza,60.98,37.07,3
237,137,2024-11-05,Producto_12,Snacks,71.32,42.82,1
238,239,2024-05-18,Producto_3,Snacks,74.96,50.74,5
238,239,2024-05-18,Producto_7,Tecnología,62.19,37.75,3
238,239,2024-05-18,Producto_11,Bebidas,77.09,39.34,3
239,114,2024-11-02,Producto_3,Snacks,74.96,40.22,2
239,114,2024-11-02,Producto_8,Tecnología,23.89,12.23,5
240,282,2024-12-29,Producto_13,Hogar,31.4,19.74,2
240,282,2024-12-29,Producto_9,Tecnología,44.85,29.69,5
240,282,2024-12-29,Producto_15,Hogar,14.71,8.2,1
240,282,2024-12-29,Producto_11,Bebidas,77.09,47.11,5
241,40,2024-12-12,Producto_1,Bebidas,7.38,4.95,5
242,104,2024-11-19,Producto_3,Snacks,74.96,39.92,5
242,104,2024-11-19,Producto_6,Bebidas,25.77,15.85,2
243,251,2024-05-30,Producto_15,Hogar,14.71,7.85,5
244,29,2024-01-09,Producto_3,Snacks,74.96,31.28,5
244,29,2024-01-09,Producto_9,Tecnología,44.85,26.99,4
244,29,2024-01-09,Producto_7,Tecnología,62.19,38.37,3
244,29,2024-01-09,Producto_8,Tecnología,23.89,11.38,4
245,2,2024-07-28,Producto_10,Limpieza,60.98,32.14,1
245,2,2024-07-28,Producto_2,Hogar,28.26,15.89,1
246,31,2024-05-02,Producto_15,Hogar,14.71,6.02,4
247,210,2024-12-07,Producto_13,Hogar,31.4,16.09,4
247,210,2024-12-07,Producto_3,Snacks,74.96,40.07,4
248,194,2024-04-27,Producto_2,Hogar,28.26,16.84,2
248,194,2024-04-27,Producto_11,Bebidas,77.09,33.58,3
248,194,2024-04-27,Producto_14,Snacks,95.94,49.69,5
248,194,2024-04-27,Producto_9,Tecnología,44.85,27.73,2
249,115,2024-02-29,Producto_13,Hogar,31.4,21.78,1
250,238,2024-06-20,Producto_9,Tecnología,44.85,22.6,4
250,238,2024-06-20,Producto_7,Tecnología,62.19,28.39,3
250,238,2024-06-20,Producto_4,Tecnología,13.26,5.43,1
250,238,2024-06-20,Producto_13,Hogar,31.4,18.35,4
251,9,2024-01-27,Producto_4,Tecnología,13.26,7.67,1
251,9,2024-01-27,Producto_2,Hogar,28.26,16.37,4
252,25,2024-10-31,Producto_12,Snacks,71.32,37.92,4
252,25,2024-10-31,Producto_1,Bebidas,7.38,3.43,5
253,29,2024-10-03,Producto_9,Tecnología,44.85,28.92,2
253,29,2024-10-03,Producto_5,Limpieza,8.02,3.98,5
254,165,2024-12-23,Producto_5,Limpieza,8.02,3.74,5
254,165,2024-12-23,Producto_3,Snacks,74.96,36.17,3
255,286,2024-04-02,Producto_11,Bebidas,77.09,43.69,4
255,286,2024-04-02,Producto_15,Hogar,14.71,10.17,1
256,196,2024-06-09,Producto_12,Snacks,71.32,34.94,2
256,196,2024-06-09,Producto_7,Tecnología,62.19,38.95,2
256,196,2024-06-09,Producto_14,Snacks,95.94,45.31,4
257,116,2024-02-07,Producto_14,Snacks,95.94,64.7,4
257,116,2024-02-07,Producto_12,Snacks,71.32,37.36,5
257,116,2024-02-07,Producto_3,Snacks,74.96,42.52,4
258,69,2024-10-15,Producto_4,Tecnología,13.26,8.97,1
258,69,2024-10-15,Producto_5,Limpieza,8.02,3.43,3
258,69,2024-10-15,Producto_15,Hogar,14.71,6.11,2
258,69,2024-10-15,Producto_6,Bebidas,25.77,15.52,4
259,21,2024-04-15,Producto_4,Tecnología,13.26,8.19,5
260,287,2024-05-10,Producto_8,Tecnología,23.89,11.73,3
260,287,2024-05-10,Producto_4,Tecnología,13.26,6.15,1
261,98,2024-01-20,Producto_12,Snacks,71.32,48.09,4
262,105,2024-08-24,Producto_15,Hogar,14.71,7.56,3
262,105,2024-08-24,Producto_4,Tecnología,13.26,7.88,5
262,105,2024-08-24,Producto_9,Tecnología,44.85,21.46,3
262,105,2024-08-24,Producto_6,Bebidas,25.77,17.13,5
263,239,2024-07-18,Producto_13,Hogar,31.4,19.73,4
264,164,2024-12-02,Producto_6,Bebidas,25.77,10.66,4
264,164,2024-12-02,Producto_15,Hogar,14.71,9.16,2
265,9,2024-07-22,Producto_9,Tecnología,44.85,21.91,4
265,9,2024-07-22,Producto_10,Limpieza,60.98,30.43,2
265,9,2024-07-22,Producto_14,Snacks,95.94,54.78,4
266,126,2024-10-12,Producto_9,Tecnología,44.85,28.21,3
266,126,2024-10-12,Producto_11,Bebidas,77.09,53.19,4
266,126,2024-10-12,Producto_14,Snacks,95.94,51.64,4
266,126,2024-10-12,Producto_6,Bebidas,25.77,11.62,3
267,280,2024-09-23,Producto_3,Snacks,74.96,30.74,5
267,280,2024-09-23,Producto_9,Tecnología,44.85,30.66,1
267,280,2024-09-23,Producto_11,Bebidas,77.09,48.51,1
267,280,2024-09-23,Producto_1,Bebidas,7.38,3.26,4
268,119,2024-09-24,Producto_12,Snacks,71.32,28.72,2
269,259,2024-02-20,Producto_6,Bebidas,25.77,17.36,5
269,259,2024-02-20,Producto_1,Bebidas,7.38,2.99,4
269,259,2024-02-20,Producto_10,Limpieza,60.98,34.48,5
269,259,2024-02-20,Producto_11,Bebidas,77.09,31.22,1
270,141,2024-05-28,Producto_1,Bebidas,7.38,4.74,4
270,141,2024-05-28,Producto_9,Tecnología,44.85,19.38,2
270,141,2024-05-28,Producto_12,Snacks,71.32,39.75,1
271,124,2024-03-06,Producto_10,Limpieza,60.98,39.31,3
271,124,2024-03-06,Producto_9,Tecnología,44.85,28.64,3
272,41,2024-03-12,Producto_7,Tecnología,62.19,43.35,2
272,41,2024-03-12,Producto_8,Tecnología,23.89,11.71,2
272,41,2024-03-12,Producto_10,Limpieza,60.98,36.35,1
273,17,2024-07-29,Producto_7,Tecnología,62.19,31.91,4
274,244,2024-10-01,Producto_11,Bebidas,77.09,47.09,1
275,43,2024-09-13,Producto_14,Snacks,95.94,66.51,5
275,43,2024-09-13,Producto_7,Tecnología,62.19,41.57,1
275,43,2024-09-13,Producto_11,Bebidas,77.09,36.15,1
275,43,2024-09-13,Producto_6,Bebidas,25.77,13.98,5
276,24,2024-06-26,Producto_11,Bebidas,77.09,51.63,3
277,289,2024-05-25,Producto_3,Snacks,74.96,30.34,3
278,107,2024-01-24,Producto_13,Hogar,31.4,21.31,4
278,107,2024-01-24,Producto_14,Snacks,95.94,43.05,3
279,124,2024-02-27,Producto_11,Bebidas,77.09,49.12,2
279,124,2024-02-27,Producto_9,Tecnología,44.85,24.68,1
279,124,2024-02-27,Producto_6,Bebidas,25.77,10.72,3
279,124,2024-02-27,Producto_7,Tecnología,62.19,29.21,4
280,39,2024-05-13,Producto_10,Limpieza,60.98,31.65,5
280,39,2024-05-13,Producto_13,Hogar,31.4,12.84,3
280,39,2024-05-13,Producto_15,Hogar,14.71,9.34,3
281,231,2024-09-26,Producto_4,Tecnología,13.26,6.04,4
281,231,2024-09-26,Producto_6,Bebidas,25.77,15.42,5
281,231,2024-09-26,Producto_9,Tecnología,44.85,28.33,1
281,231,2024-09-26,Producto_7,Tecnología,62.19,39.77,3
282,38,2024-03-05,Producto_5,Limpieza,8.02,4.12,2
283,79,2024-03-10,Producto_6,Bebidas,25.77,17.6,1
283,79,2024-03-10,Producto_15,Hogar,14.71,7.47,4
283,79,2024-03-10,Producto_2,Hogar,28.26,12.17,3
283,79,2024-03-10,Producto_13,Hogar,31.4,14.33,1
284,230,2024-05-06,Producto_2,Hogar,28.26,12.09,5
284,230,2024-05-06,Producto_1,Bebidas,7.38,4.69,5
284,230,2024-05-06,Producto_15,Hogar,14.71,5.94,4
284,230,2024-05-06,Producto_6,Bebidas,25.77,13.31,4
285,44,2024-11-22,Producto_10,Limpieza,60.98,36.93,2
285,44,2024-11-22,Producto_9,Tecnología,44.85,19.81,2
286,155,2024-05-08,Producto_8,Tecnología,23.89,12.67,2
286,155,2024-05-08,Producto_3,Snacks,74.96,36.72,4
286,155,2024-05-08,Producto_2,Hogar,28.26,14.37,1
287,127,2024-05-27,Producto_10,Limpieza,60.98,26.87,1
287,127,2024-05-27,Producto_15,Hogar,14.71,10.07,1
287,127,2024-05-27,Producto_4,Tecnología,13.26,8.65,3
287,127,2024-05-27,Producto_8,Tecnología,23.89,15.32,4
288,169,2024-06-03,Producto_6,Bebidas,25.77,12.63,2
288,169,2024-06-03,Producto_7,Tecnología,62.19,42.55,5
288,169,2024-06-03,Producto_11,Bebidas,77.09,41.91,2
288,169,2024-06-03,Producto_10,Limpieza,60.98,42.04,2
289,164,2024-09-18,Producto_12,Snacks,71.32,49.23,4
289,164,2024-09-18,Producto_15,Hogar,14.71,7.32,2
289,164,2024-09-18,Producto_11,Bebidas,77.09,49.72,3
290,202,2024-04-22,Producto_2,Hogar,28.26,19.76,5
290,202,2024-04-22,Producto_10,Limpieza,60.98,36.86,2
290,202,2024-04-22,Producto_4,Tecnología,13.26,5.41,5
291,237,2024-12-19,Producto_8,Tecnología,23.89,15.51,3
291,237,2024-12-19,Producto_13,Hogar,31.4,20.27,1
292,210,2024-05-04,Producto_3,Snacks,74.96,44.8,3
292,210,2024-05-04,Producto_11,Bebidas,77.09,49.08,4
292,210,2024-05-04,Producto_5,Limpieza,8.02,4.29,1
292,210,2024-05-04,Producto_4,Tecnología,13.26,7.21,5
293,206,2024-09-12,Producto_9,Tecnología,44.85,25.93,5
293,206,2024-09-12,Producto_1,Bebidas,7.38,3.19,1
293,206,2024-09-12,Producto_13,Hogar,31.4,18.75,2
293,206,2024-09-12,Producto_6,Bebidas,25.77,11.59,3
294,23,2024-09-24,Producto_13,Hogar,31.4,12.66,1
294,23,2024-09-24,Producto_6,Bebidas,25.77,12.02,3
294,23,2024-09-24,Producto_15,Hogar,14.71,8.35,5
294,23,2024-09-24,Producto_7,Tecnología,62.19,29.0,5
295,192,2024-09-10,Producto_8,Tecnología,23.89,10.64,5
295,192,2024-09-10,Producto_13,Hogar,31.4,17.11,1
295,192,2024-09-10,Producto_11,Bebidas,77.09,40.46,3
295,192,2024-09-10,Producto_10,Limpieza,60.98,26.52,1
296,73,2024-06-03,Producto_5,Limpieza,8.02,4.46,2
296,73,2024-06-03,Producto_6,Bebidas,25.77,13.99,3
296,73,2024-06-03,Producto_8,Tecnología,23.89,14.73,4
297,232,2024-12-06,Producto_2,Hogar,28.26,11.5,1
297,232,2024-12-06,Producto_5,Limpieza,8.02,4.77,3
297,232,2024-12-06,Producto_1,Bebidas,7.38,5.01,2
298,125,2024-11-01,Producto_9,Tecnología,44.85,25.47,3
298,125,2024-11-01,Producto_3,Snacks,74.96,35.2,4
299,208,2024-07-27,Producto_3,Snacks,74.96,38.88,4
299,208,2024-07-27,Producto_11,Bebidas,77.09,51.26,5
300,231,2024-04-15,Producto_7,Tecnología,62.19,30.07,2
300,231,2024-04-15,Producto_1,Bebidas,7.38,4.23,1
300,231,2024-04-15,Producto_12,Snacks,71.32,32.53,5
300,231,2024-04-15,Producto_4,Tecnología,13.26,6.09,3
301,59,2024-01-06,Producto_11,Bebidas,77.09,53.17,5
301,59,2024-01-06,Producto_14,Snacks,95.94,55.56,3
301,59,2024-01-06,Producto_8,Tecnología,23.89,12.37,5
302,59,2024-05-15,Producto_6,Bebidas,25.77,11.64,5
302,59,2024-05-15,Producto_14,Snacks,95.94,64.82,3
302,59,2024-05-15,Producto_8,Tecnología,23.89,10.16,5
303,69,2024-11-22,Producto_2,Hogar,28.26,12.86,1
303,69,2024-11-22,Producto_4,Tecnología,13.26,7.34,2
303,69,2024-11-22,Producto_5,Limpieza,8.02,4.64,4
304,295,2024-04-22,Producto_7,Tecnología,62.19,37.81,5
304,295,2024-04-22,Producto_3,Snacks,74.96,42.46,2
304,295,2024-04-22,Producto_8,Tecnología,23.89,11.63,4
304,295,2024-04-22,Producto_11,Bebidas,77.09,38.11,2
305,231,2024-11-06,Producto_14,Snacks,95.94,65.77,3
306,249,2024-02-10,Producto_4,Tecnología,13.26,9.14,4
306,249,2024-02-10,Producto_14,Snacks,95.94,57.17,5
307,210,2024-01-02,Producto_7,Tecnología,62.19,26.42,2
307,210,2024-01-02,Producto_12,Snacks,71.32,45.56,1
307,210,2024-01-02,Producto_8,Tecnología,23.89,11.65,2
307,210,2024-01-02,Producto_13,Hogar,31.4,14.68,3
308,148,2024-08-23,Producto_13,Hogar,31.4,19.55,5
308,148,2024-08-23,Producto_8,Tecnología,23.89,13.5,4
309,58,2024-08-28,Producto_5,Limpieza,8.02,5.19,5
310,188,2024-04-09,Producto_13,Hogar,31.4,17.71,4
311,218,2024-03-01,Producto_12,Snacks,71.32,34.9,2
312,17,2024-10-04,Producto_5,Limpieza,8.02,5.07,1
312,17,2024-10-04,Producto_6,Bebidas,25.77,11.93,2
312,17,2024-10-04,Producto_2,Hogar,28.26,17.15,5
312,17,2024-10-04,Producto_8,Tecnología,23.89,14.09,5
313,85,2024-05-06,Producto_13,Hogar,31.4,20.15,2
313,85,2024-05-06,Producto_4,Tecnología,13.26,6.7,5
314,144,2024-01-28,Producto_6,Bebidas,25.77,12.54,3
314,144,2024-01-28,Producto_12,Snacks,71.32,48.91,3
315,264,2024-02-21,Producto_3,Snacks,74.96,50.65,4
316,142,2024-07-16,Producto_12,Snacks,71.32,33.87,2
316,142,2024-07-16,Producto_14,Snacks,95.94,62.22,3
317,202,2024-05-25,Producto_3,Snacks,74.96,38.42,4
317,202,2024-05-25,Producto_10,Limpieza,60.98,35.98,1
317,202,2024-05-25,Producto_11,Bebidas,77.09,40.15,1
317,202,2024-05-25,Producto_5,Limpieza,8.02,4.88,3
318,189,2024-11-06,Producto_8,Tecnología,23.89,14.79,1
318,189,2024-11-06,Producto_6,Bebidas,25.77,15.22,4
318,189,2024-11-06,Producto_10,Limpieza,60.98,39.94,3
318,189,2024-11-06,Producto_1,Bebidas,7.38,3.83,5
319,220,2024-12-12,Producto_8,Tecnología,23.89,15.49,3
319,220,2024-12-12,Producto_5,Limpieza,8.02,4.52,3
320,67,2024-12-28,Producto_13,Hogar,31.4,13.5,1
320,67,2024-12-28,Producto_6,Bebidas,25.77,10.43,4
320,67,2024-12-28,Producto_11,Bebidas,77.09,41.04,2
320,67,2024-12-28,Producto_1,Bebidas,7.38,5.15,1
321,220,2024-03-07,Producto_12,Snacks,71.32,31.93,3
321,220,2024-03-07,Producto_3,Snacks,74.96,32.08,3
322,185,2024-11-30,Producto_2,Hogar,28.26,11.74,2
322,185,2024-11-30,Producto_6,Bebidas,25.77,15.92,3
322,185,2024-11-30,Producto_11,Bebidas,77.09,40.76,2
323,47,2024-10-30,Producto_1,Bebidas,7.38,4.01,2
324,68,2024-03-05,Producto_9,Tecnología,44.85,18.06,4
324,68,2024-03-05,Producto_11,Bebidas,77.09,49.73,3
325,217,2024-06-21,Producto_8,Tecnología,23.89,12.3,2
325,217,2024-06-21,Producto_2,Hogar,28.26,12.18,1
326,189,2024-03-21,Producto_3,Snacks,74.96,44.41,2
326,189,2024-03-21,Producto_7,Tecnología,62.19,26.15,2
326,189,2024-03-21,Producto_13,Hogar,31.4,12.64,5
327,85,2024-11-16,Producto_6,Bebidas,25.77,17.42,2
327,85,2024-11-16,Producto_12,Snacks,71.32,43.22,5
327,85,2024-11-16,Producto_4,Tecnología,13.26,5.65,2
327,85,2024-11-16,Producto_11,Bebidas,77.09,34.07,1
328,64,2024-03-04,Producto_6,Bebidas,25.77,12.45,2
328,64,2024-03-04,Producto_7,Tecnología,62.19,29.51,1
328,64,2024-03-04,Producto_15,Hogar,14.71,8.53,5
328,64,2024-03-04,Producto_3,Snacks,74.96,36.39,5
329,14,2024-04-25,Producto_4,Tecnología,13.26,6.05,5
329,14,2024-04-25,Producto_9,Tecnología,44.85,21.92,4
329,14,2024-04-25,Producto_10,Limpieza,60.98,38.73,1
330,123,2024-01-23,Producto_7,Tecnología,62.19,26.2,5
330,123,2024-01-23,Producto_2,Hogar,28.26,19.67,1
330,123,2024-01-23,Producto_4,Tecnología,13.26,5.83,3
330,123,2024-01-23,Producto_8,Tecnología,23.89,12.57,5
331,280,2024-07-04,Producto_13,Hogar,31.4,12.72,1
331,280,2024-07-04,Producto_8,Tecnología,23.89,9.65,1
332,111,2024-07-18,Producto_15,Hogar,14.71,10.07,1
333,204,2024-05-15,Producto_11,Bebidas,77.09,40.63,4
333,204,2024-05-15,Producto_12,Snacks,71.32,30.29,4
